UniversalMessageId,Message,Day
TWITTER_7_1233126793558626304,"Even if we assume the constitution allows for illegals to go uncounted, and that the founders wouldn't have intended such a thing, would you support a constitutional amendment allowing for the census counting illegals? Do you think it's information worth having?",2020-02-27
TWITTER_7_1233126158100828161,Illegal aliens arent citizens. They are in our country illegally. The census should apply to American citizens only. This would be a good time to round some of them up!,2020-02-27
TWITTER_7_1233125723793186817,"Every American should be counted! Illegals, no!",2020-02-27
TWITTER_7_1233123614343540744,The census should absolutely take into account for illegal immigrants. They use the census to see how many representatives a state should get. Counting people that shouldnt be here is pretty corrupt.,2020-02-27
TWITTER_7_1233123115355529224,"This is a huge problem, Dems just want to count everyone because they want all illegals counted. This would give them more seats in the house because they have a tendency to vote Dem. There needs to be a citizen question on the census so proper funding can be distributed.",2020-02-27
TWITTER_7_1233122439359586304,You do know buttercup that the Census are for AMERICANS not ILLEGALS right!,2020-02-27
TWITTER_8_1233121915570663430,I dont believe illegals should be a part of the census when it comes to districting and handing out our tax dollars,2020-02-27
TWITTER_7_1233120656243425280,Yeah we certainly want those who are here illegally to matter in our census. What a thought process,2020-02-27
TWITTER_7_1233253823956869120,Illegals are NOT US citizens they DO NOT COUNT on the census you IDIOT. You really need to go back to school and learn something besides Socialism. I have my fingers crossed they remove your district. You DO NOT help you constituents you just take their money and run.,2020-02-28
TWITTER_7_1233253484377464832,"Regarding the census there is a simple solution. Proof of residency for all members of the household is required. No one else is included by adding illegals for more federal funding. If states want to provide for illegals, then its on their dime.",2020-02-28
TWITTER_7_1233251784312922112,"illegal aliens are not citizens, have no rights in the USA, and do not count in the census. The more you know! Well, except you.",2020-02-28
TWITTER_7_1233247709550825472,Lies. They will deport you if you are illegal.ICE gets the census.,2020-02-28
TWITTER_7_1233246300004605953,So you mad about this but want illegals counted in the census which directly reflects amounts of votes the left gets to use for American elections? Talk about foreign interference,2020-02-28
TWITTER_7_1233245607533264896,Why do you want illegals to count on the census? Curious?,2020-02-28
TWITTER_8_1233597884173561857,The problem is that illegal aliens are counted in the census. Thank you Justice John Roberts for continuing this travesty forever,2020-02-28
TWITTER_2_1233596817415139328,"Since all ppl in America must take the census, make sure your ILLEGAL followers know that it is perjury - which carries a prison sentence - to lie on the form and claim to be a citizen. Make sure they check the Im an illegal box.",2020-02-28
TWITTER_7_1233596506298388482,Err No. Islamist terrorism & illegal immigration is the scourge of the world today. Paris was burnt today. Every country needs a Citizen Register & census. Who takes the benefits? How big is the gap between bn biometric ID'ed Aadhar vs fake voter cards?,2020-02-28
TWITTER_8_1233595817027686400,"These crooked sons of b's r doing everything they can try & steal the election. I think census information should be made public. If you're an illegal and bold enough to fill it out, ICE should be bold enough to pick your a$s up and deport you further than where you came from!",2020-02-28
TWITTER_8_1233595514538475522,"Idiots, illegals dont matter in a census only law-abiding citizens that pay taxes and have actual citizenship",2020-02-28
TWITTER_7_1233588638035980288,"No sillyBased on census its decided how many districts are needed, based on districts we vote and send reps to Congress. Your beloved illegals , if they want to be counted, need to leave, apply legally and then we will count them. See how it works silly? Now go get",2020-02-28
TWITTER_7_1233586751442165760,"Shall Legal citizens beat DS at their own game? Hypothetically, if a legal citizen lives in a high illegal alien district & the real citizen skips census while illegal does it, will it bust that scam wide open? Most times out-beating a scammer is a way to stop it.",2020-02-28
TWITTER_8_1233581229469028355,What part of United States Census don't you understand?Illegal aliens are NOT to be counted because they are in the USA illegally.,2020-02-28
TWITTER_7_1233567086703759360,She's trying to get illegals and.kids to sign census reports.,2020-02-28
TWITTER_2_1233557060714999810,"Now anyone can come across our border, disregard our laws and even spread a virus...because democrats want more representation via the Census and future votes as our wallets are pickpocketed via taxes to pay for UNVETTED ILLEGALS! Them before !",2020-02-28
TWITTER_8_1233556771681296385,"I hope AOC figures out w/25% of district=illegal aliens w/Census coming, NY Dems planning on losing district! Looks like her seat=GONE!Bye Bye Unemployed Barmaid!U Lost jobs, Love Commie Bernie & UR ""Green New Spiel"" Fell FLAT on it's FACE!",2020-02-28
TWITTER_4_1233554883778940928,count the undocumented or documented illegals and anchor babies!,2020-02-28
TWITTER_7_1233548139132575744,BS. All the illegal immigrants will be hiding. And so many others. So whats the point of having a censuss. Only the honest people will be counted. Then youll raise our taxes to cover helping all the dishonest people thats in this country. Not,2020-02-28
TWITTER_7_1233547662756065280,". The Supreme Court blocked the Trump administrations efforts to include an illegal citizenship question on the . This was a major victory for immigrants, communities of color, and democracy.Shout-out to for all his great work!",2020-02-28
TWITTER_7_1233546163418259456,"Is that why your state, Nevada is spending $5 million to ensure an accurate census count. Illegal immigrants =federal dollars for your state",2020-02-28
TWITTER_7_1233539797035167744,"Nope, the citizenship got thrown off the census by traitors at the SCOTUS. Illegals will continue to affect congressional representation, electoral votes, federal and state money distribution, even if they arent voting. Yes, its idiocy at its worse.",2020-02-28
TWITTER_8_1233538273135316992,"Any one who is not here LEGALLY, should not be counted in our Census, they should not even be in this country period. Incredibly I just to those who followed the proper way to entry our Country. If someone entered your house illegally Im betting youd have them arrested.",2020-02-28
TWITTER_7_1233537102551191553,"Illegals are likely to NOT join the Census and are not able to vote.Republicans lost here, including me, because their only platform is guns (which I own), religion (I believe in separation of church and state) and giving tax breaks to millionaires. I'm an independent now.",2020-02-28
TWITTER_7_1233535199536975874,"Census does more than just help decide where our tax dollars go, its also used to determine the number of house representatives! This is why democrats want to count every illegal, more power to their state. Time to take that power away",2020-02-28
TWITTER_7_1233530690819457024,Illegals are counted because the dems are pressing for that to occur. The census is what determines how many representatives come from each state. Think about how Pelosi and Schiff want illegals to be counted. This is wrong. Only citizens should be counted,2020-02-28
TWITTER_7_1233529469824053248,"Census is for citizens and not illegals. The census determines funds for schools, hospitals and other emergency services. It determines representation in politics for citizens. If you dont understand that or dont care then you truly need to be removed from office.",2020-02-28
TWITTER_7_1233527748431400964,"The other thing that's happening is illegal aliens are counted in the census now. So when districts are drawn up for congressional representation, those numbers of illegal in the ""sure win"" Democrat areas provide for the Democrats to have more seats than the Republicans.",2020-02-28
TWITTER_7_1233526945750683649,"Check in with the Cage Master himself, .And Jesus wasn't an illegal immigrant in his Homeland to show up for census.....otherwise he'd not have been required to show.",2020-02-28
TWITTER_7_1233525587102310402,YES Illegals Please fill out that Census give your name n address.Thanks from ICE,2020-02-28
TWITTER_2_1233524490761580544,"Illegals Should be counted in the census, counted and then deported.",2020-02-28
TWITTER_7_1233524445647601665,"Does this same logic apply to folks in jail?Specifically, how is counting them in a census encouraging the illegal activity. And what harm is achieved by counting them.Show your work.",2020-02-28
TWITTER_7_1233524394116468736,"That question should have been moved to the Short form, it should always have been on the census to avoid exactly this sort of /5th compromise ""You HAVE to count our illegal laborers to give our state more votes!"" nonsense the left is pulling.",2020-02-28
TWITTER_7_1233518519800782848,"No citizenship question , thats the problem.How many illegals live with you?",2020-02-28
TWITTER_7_1233518321997373441,Census of AMERICAN CITIZENS ! That means legal citizens. Those are the ones that should count. If people are avoiding the system and are illegal then they don't get counted as US citizens. We are one nation. We are not the United States of the Globe..... just our patch of earth.,2020-02-28
TWITTER_7_1233516351505010689,"ILLEGAL ALIENS ARE NOT U.S. CITIZENS, THEREFORE, THEY SHOULD NEVER BE COUNTED IN A CENSUS, FULL STOP!!!",2020-02-28
TWITTER_7_1233514902918238208,Not a true census if includes illegals. Whats the point?,2020-02-28
TWITTER_2_1233514888779173889,"The census is confidential & can't be shared with anyone? Gee...better tell Ancestry.Com where they post the census records. Illegal immigrants are not allowed to take the census. Also, only your name, address & number of ppl in your household is required by law",2020-02-28
TWITTER_2_1233513445741473794,"Counting illegals in the census unfairly distributes electoral college power to sanctuary regions and dilutes the political voice of Americans. Without illegals, CA and NY would lose congressional seats.",2020-02-28
TWITTER_8_1233512500383055874,Liar! We should not be counting illegal aliens in our census! They are not citizens and should not be eligible to collect benefits from government resources!,2020-02-28
TWITTER_8_1233511454449557504,Security? Healthcare? Census? undocumented illegals in the USA. Open Borders & Sanctuary Cities will soon make the USA & Sanctuary areas hotbeds for the coronavirus. Latin America has confirmed cases....it is just a matter of timeWe need to take care of USA,2020-02-28
TWITTER_7_1233508892459634690,The Democrats are using idiots like this (and Illegals) to manipulate Census data.,2020-02-28
TWITTER_7_1233508463277486083,Are you going to add the illegal aliens to our census count as well to further your BS career in politics? You are a prime example of the failure of modern politics. Please leave office so someone with integrity can actually work for the people.,2020-02-28
TWITTER_7_1233504877696995331,I think the ideological bent of computer scientists in general is pushing us away from solutions like Make database deconstruction of census data illegal that would mitigate most of the harm without the same policy trade-offs,2020-02-28
TWITTER_8_1233499476129730560,"i know people that work ""wif"" ice [my pops] and he says they be coming for illegals who participate in the census and be puttin them on da midnite train to georgia. i aint sayin nuffin!",2020-02-28
TWITTER_7_1233498240865259521,"Undocumented?You mean ILLEGAL ALIENS, who should be taking census' in their OWN countries?",2020-02-28
TWITTER_8_1233495074530582538,Why not? The Census is about citizens but if you're counting illegal foreigners I'm up for that.....then we know for sure where they are to deport them. Thank you for that idea. ICE number is on speed dial.,2020-02-28
TWITTER_7_1233487085379694592,Whats disturbing is the hatred and his cohorts have for our children of low income families and children of illegal immigrant!! What their really doing is using the Census to root out all the children of illegal immigrants.,2020-02-28
TWITTER_7_1233486444418695168,Worthless because illegals will be counted as legal citizens!,2020-02-28
TWITTER_7_1233486297727107072,"Yes, the Dems are manipulating the Census w/IllegalsI'm not too happy with either side of the aisle when it comes to immigration.Seems like President Trump is the only one that is really trying to do anything.The US gets plenty of forced immigration/refugee ""resettlement""",2020-02-28
TWITTER_7_1233485733140320256,"Please tell me where it is illegal for any non citizen to participate in the census? This has never been about how many CITIZENS this country has.You might want to watch it, your racism is showing.",2020-02-28
TWITTER_8_1233483688966529028,"If illegal cross each year, we are easily at illegal aliens not including overstays.Common sense tells us they dont want us to know how many illegal aliens are living in the United States.President Trump couldnt get US Census to add citizenship question.",2020-02-28
TWITTER_7_1233477322398932994,No question about being illegal so any count is worthless!,2020-02-28
TWITTER_7_1233474351657295873,Please point me to the section of the constitution where it says even illegals should be counted in the census so I can educate myself. Thank you.,2020-02-28
TWITTER_7_1233470876319985664,"Doesnt make it right, just a partisan vote. The left fear mongered, as usual, that it would be used for ICE deportsIllegals and foreigners living in the US counted for population is fine, but they need to be separated from citizens, because the census dictates state EC numbers.",2020-02-28
TWITTER_7_1233470695436320769,Democrats want the illegals counted in the census cause that gives their states more representation. Making our votes invalid. That's also a huge problem.,2020-02-28
TWITTER_7_1233469222895968256,Why? It's no ones business how many people live in my home. You made the census pointless when you decided to count people here illegally because you want to use them for power / to gain seats. Get lost.,2020-02-28
TWITTER_7_1233468973783580672,That's why this California Born citizen will not be returning my census. The state or the Federal governments all ready take my tax money to help illegals aliens why should I give the state more money.,2020-02-28
TWITTER_7_1233467974499143688,"Yea ,all you future deported criminal illegals convicted of crimes be sure and fill out the census so democrats can get them extra seats in sanctuary cities that just lost federal funding.",2020-02-28
TWITTER_7_1233467964822839296,"You mean ""Rep. Ocasio-Cortez and Lin-Manuel Miranda star in new ad urging illegal immigrants to participate in census""",2020-02-28
TWITTER_7_1233463451755974656,"Yes, everyone fill out your Census. Especially all you ILLEGAL immigrants. We have to make sure you are counted so we get funding for all of your handouts.",2020-02-28
TWITTER_7_1233463095953182720,"Thank you Jack for providing the truth.Illegals are here to be used like the pro-Slavery men who drafted the Constitution wanted to use slaves, to control Congress. It is why the /5ths compromise came about, to prevent Slavery from lasting forever. When the census is done...",2020-02-28
TWITTER_7_1233459959960145921,They don't want their illegal minions/voters to be found... And sent back.,2020-02-28
TWITTER_7_1233452649074159616,Have to correct the Dem bot! Only citizens can fill out the census and anyone pushing for illegal aliens to do so is against our laws.,2020-02-28
TWITTER_7_1233451453223587840,All citizens in California please make sure you are counted. All Illegal aliens do not fall for this! Do not fill out the census. Democrats are lying to you across the state. Stop being used as a token do they can gain electoral votes!,2020-02-28
TWITTER_2_1233447480924176385,"Too bad this census isn't counting citizenship. When the Electoral College is decided on population, why should illegal aliens or legal foreigners count towards that? It's a form of election manipulation, so no wonder leftists were against the question. They need illegal votes.",2020-02-28
TWITTER_4_1233446859986939904,Dear CPAC Lack of Discipline in Deporting Millions Mexican Illegals Motivates Illegals Greatly,2020-02-28
TWITTER_7_1233439147366346754,"Again how is that foreign influence? Do you think people come here illegally for the purpose of being counted in the census? Plus more congressional seats, doesn't automatically equal more Democrats.",2020-02-28
TWITTER_8_1233435702643298304,"While the Census is meant for LEGAL citizens, let illegals fill it out. Thanks to President Trump, information from the Census will be cross checked with info gathered from other govt agencies. Way to make an easy list of who is REALLY here illegally before Nov.",2020-02-28
TWITTER_7_1233432954489016320,No illegals should be in the census,2020-02-28
TWITTER_7_1233430334705930242,"Make sure all those illegal alien students get counted in the too, Mayor McBikelanes!",2020-02-28
TWITTER_2_1233422224800935936,"If you play the Microsoft games, have you seen the ads/commercials for the Census? The ones I've seen are Mexicans/Hispanics telling you to list everyone in the household even if they reside in your home for a few months as an illegal.",2020-02-28
TWITTER_2_1233418909316829184,"Weird cause the census helps determine the of electoral votes a state gets in proportion to the states population. So since only AMERICAN CITIZENS can vote in the AMERICAN election, why would we include illegals in the population if that will misconstrue the states population",2020-02-28
TWITTER_2_1233417590481080320,"NO!!! Illegals do not count in the census, you fool!! They are not part of the country! They're like uninvited guests at a party! They're stealing the cake and drinks but are not part of !!!",2020-02-28
TWITTER_4_1233417513079312384,"Individuals posing as takers are knocking on private residences in Elmhurst, Corona, & Jackson Heights & illegally collecting personal information. residents- Protect yourself from Census scams with this guide from :",2020-02-28
TWITTER_2_1233416522909044736,"And if TrumpRussiaGOP can swing it, this CENSUS will be as FIXED as this entire Administration.BEWAREANY personal info you supply & to whom. GOP already caught with a fake CENSUS mailed to some Americans asking illegal questions!!!",2020-02-28
TWITTER_2_1233409795853602816,This is the idiocy of the left. This complete anti-America chaos creating toddler doesn't get it that the Census is to determine how many LEGAL U.S. citizens we have to determine representation. Illegal aliens are criminals and do not deserve or get representation. She's a moron.,2020-02-28
TWITTER_7_1233409062055874560,You took an oath to support and defend the constitution and protect the security of american citizens Aiding illegal aliens to be counted in the census - many who are criminals inc murders and rapists and child sex abusers -violates your oath.,2020-02-28
TWITTER_4_1233402066028105730,"And for all illegals completing the census form, be sure to clearly specify your address so can come arrest and deport you quickly.",2020-02-28
TWITTER_7_1233393006608142336,This census is all about the demshits retaining their illegal voting base. Thats why they dont want the citizenship question on it.,2020-02-28
TWITTER_2_1233387834125451264,As a political tactics this should be made illegal regardless of party ---->,2020-02-28
TWITTER_7_1233384294686560257,I agree except Ibelieve there are many more illegal aliens here than million. Apparently the Dems do as well. Why else would they be so freaked out about putting the question back into the census that Obama took out? Q. Are you a legal resident of the US?,2020-02-28
TWITTER_8_1233383417082859521,"""It is important that the counts all Californians, no matter if they are ILLEGALS.'",2020-02-28
TWITTER_7_1233381359915274240,"Americans listen! AOC is saying that your tax dollars should be used to support the education of illegals. You pay for your childrens education, but over crowed schools impact the quality of your childrens education.The census will also determine your school tax but not quality",2020-02-28
TWITTER_8_1233377155771355137,We know all about the census and how the Democrats are using illegals to add Democrat House seats. We don't need a barmaid with an IQ lower than her shoe size to school us on anything,2020-02-28
TWITTER_7_1233373925901578242,"If you guys ever visited Texas you would literally shit yourself. My wife has had three minor fender benders over the last ten yearsAll three, an illegal, no license, no insurance driving.Texas is so full of illegals a census is pointless hear this year.",2020-02-28
TWITTER_7_1233370913514627073,"Illegals can't VOTE. Thank you for the laugh going into the weekend. Thank Trump for the census, some areas k registered k voted. Yea illegals can't vote Jeff",2020-02-28
TWITTER_7_1233364570217107463,Dems don't like it. They are against voter ID. Against a citizen question on the census. Give driver's licenses that you can check register to vote on to illegals. It's all about their voter pool and nothing about American citizens. How could anyone want them in charge?,2020-02-28
TWITTER_7_1233362248510443520,Racist democrats assume all criminal illegal aliens dont speak English. and do your part.Lets get these criminals deported so they dont give the Dems more electoral votes via foreign interference.,2020-02-28
TWITTER_2_1233361212454440967,"Based on info from the Census Bureau, they say the number of illegals in the U.S. is declining, due to Mexican nationals returning home.",2020-02-28
TWITTER_7_1233359516462387207,I remember the last census in Chicago (or maybe the one before that?) When it was concluded % of the city was Latino/Hispanic & having seen the density st hand with illegals blending in that number jumped about another %. I can only imagine now what the numbers are?,2020-02-28
TWITTER_7_1233357108730585088,"Dont worry , ICE has other methods of gathering illegal aliens. Census just highlighted the problem, fact you dont want to ask the question verified the problem.",2020-02-28
TWITTER_7_1233353609187930112,What is your problem with preventing people from entering our country unlawfully? Could it be the extra or so congressional seats that counting illegals in the Census creates?,2020-02-28
TWITTER_7_1233347469787963392,"The only reason Democrats don't want the citizen question asked is because the census is used to determine Congressional seats. They know that there are more illegal immigrants (who aren't even allowed to vote) in Democrat controlled districts, giving them an unfair advantage",2020-02-28
TWITTER_7_1233331885494951936,"AR15's locked, loaded and the safety is on. I hope it stays that way. The illegal immigrants are here because the dems want their votes. Counting the illegals in the census will negatively affect the electoral college, which is the dems goal. California could gain substantially.",2020-02-28
TWITTER_7_1233299132506308608,"Fun facts: Citizenship isn't asked, not every non-citizen is an illegal immigrant and the groups most often left out of the census are children and infants under due to simple errors of parents, no matter the status",2020-02-28
TWITTER_7_1233282143213826049,"Really? Illegal immigrants should be part of the census, this coming from a student that was recommended for remedial classes, and pulled favors to put her Godchild in a charter school.",2020-02-28
TWITTER_7_1233278987649990656,"What projections? Illegals dont answer census questions. Thats why they said million for decades. Did you even read by Also, if you were smart, youd go after LEGAL immigration, yknow, the thing responsible for ending the",2020-02-28
TWITTER_7_1233262758910742528,"So lets discuss this ...Why do the Democrats not want the Citizenship question on the census ? Districts and the number of Represenatives are based on US Citizens...Not including people in this country illegally. Also,it will destroy the M illegals in the US talking point",2020-02-28
TWITTER_7_1233259397226233858,"I agree! If youre here illegally, please participate in the census. Maybe then the US can determine exactly how many persons are in this country illegally.",2020-02-28
TWITTER_7_1233256932875489280,You cheat on the census by allowing illegals to counted as citizens! Then you get more delegates. You are a cheat and a liar,2020-02-28
TWITTER_7_1233614173193457664,And remember to note on the Census if youre an American Citizen OR an illegal Alien!,2020-02-29
TWITTER_7_1233611170860367872,Kind of like the Democrats encouraging illegals to fill in the census and be counted because they know it goes towards getting more electoral college votes in places like CA and NY. Now that's foreign interference!,2020-02-29
TWITTER_7_1233610096984252416,"""Illegals shouldn't be counted in the census"" - Idiot, apportionment is based on RESIDENTS not CITIZENS. That's in the th Amendment. It's irrelevant what you think should be.Read the Constitution sometime. It uses big words and has no pictures, but at least it's short.",2020-02-29
TWITTER_7_1233604286577143809,"Without a Census, without an audit, how can we truly believe that the US illegal alien population is shrinking? Certainly feels like it is still increasing, but under Trump not increasing at the rate it was under Obama.",2020-02-29
TWITTER_8_1233604236161802241,The licenses from Albany bureaus of a licenses census will teach you about it all from a visas to a census report real estate brokerage firms who all rented or sold to them and did business with illegal people,2020-02-29
TWITTER_7_1233955591875366912,If what you receive says RNC at bottom and is full of political questions...call RNC to tell them it's illegal AND then shred/burn it!!,2020-02-29
TWITTER_7_1233943294834565120,"The Census? Is the Census the scientific determining factor of life? F no it's not! How many illegals get past over in the Census, yet you Socialists want them all counted as well. That's the dumbest damn thing I've ever heard. You are truly a moron!",2020-02-29
TWITTER_7_1233921599792963584,Fine count them but if they are illegal they should not count to determine the amount of representatives the state and cities have. That is the reason that dems don't want the question on the census.,2020-02-29
TWITTER_7_1233909889757515776,IlLegal inhabitants need not apply,2020-02-29
TWITTER_8_1233898048935227392,"Census questionnaires will begin hitting boxes March . Census day is April Fools Day, April st. Pop. numbers allocate congressional seats, fed funding, & much more.Help English as nd language, as sending out illegal confusing flyers.2020census.gov",2020-02-29
TWITTER_7_1233894087939547138,Aliens should not be counted in our census. They are not citizens and entered illegally Politicians only want them included for additional funding for their areas. Its all about the Benjamins as quoted by a congress woman.,2020-02-29
TWITTER_7_1233889982873571328,Illegal aliens shouldnt be counted in the census. Foreign intervention in our elections,2020-02-29
TWITTER_7_1233888938546388992,"Did she, how do we know that illegals didnt vote. Democrats made sure the census couldnt ask the question, people could vote without showing IDs and now weve learned that over counties have more voters registered than what they have in population.",2020-02-29
TWITTER_8_1233888914999578625,If the real number of illegals was ever counted like it can be in the census the people of America would be so shocked it would seriously damage the Democrat party. Leave the question on. Are you a US citizen? Simple.,2020-02-29
TWITTER_8_1233875933863518208,"So, tell me: Is it right for billions of tax-payer dollars to be sent to neighborhoods and municipalities that harbor illegal aliens?",2020-02-29
TWITTER_7_1233872998177767425,"See? Perfect AI. Census is just another social construct. It can include everyone from anywhere in the world, including illegals. I told you! Perfect AI.",2020-02-29
TWITTER_7_1233861128280838144,Yes they will because there is no question if they are illegal or not. If there was and it informed them thy could get arrested for filling it out. Then they might not for fear of deportation. So they will fill it out and get counted. Thanks to UNAmericans like Obama and the dems,2020-02-29
TWITTER_7_1233856627226357760,"Urge all to be part of the census even illegal aliens, once they get the list round me up and kick me out, feel,free to go with them.",2020-02-29
TWITTER_2_1233854327703273472,On the US Census you have to show your birthplace. I have no doubt illegal aliens will lie and say they were born in the USA.,2020-02-29
TWITTER_7_1233845309660422149,I hope he does. That's why knowing about illegals on the census would have been a good thing. I hope everyone that does the census informs the government if they are a legal citizen.,2020-02-29
TWITTER_7_1233839802576969729,"You've been saying this, and correctly so, for years. Democrats don't care about Americans. They need illegals counted in the census to gain more seats. They only care about power and lining their pockets.",2020-02-29
TWITTER_8_1233835098841198592,The census should not include illegal aliens and a state should not receive federal funding for harboring them,2020-02-29
TWITTER_7_1233832810294714371,Not to mention the billions states get for counting illegals in the census.,2020-02-29
TWITTER_8_1233830908920287232,"Problem here is someone taking certain verses of the Bible out of context in order to promote their own version of the Truth! Mary and Joseph were getting counted in a Census, not Refugees! The illegals flooding into the US, many are Criminals including Drug dealers and Gangsters",2020-02-29
TWITTER_8_1233824226395611136,Obama and Soros is my guess.. maybe Bloomberg.. desparate dems want illegals to vote and to be counte in the Census for more House seats and $$$,2020-02-29
TWITTER_8_1233818683597901824,Illegal aliens should not count on the census.,2020-02-29
TWITTER_2_1233810746619781121,Boycott the census for counting illegal immigrants,2020-02-29
TWITTER_7_1233810154937733126,"This is where you are dead WRONG!!!! The census is designed to account for all AMERICANS.....legal AMERICANS. People that are here illegally should have ZERO say, accountability, or participation in our government.",2020-02-29
TWITTER_7_1233805121626218496,",who can I contact about election interference regarding the census. I saw AOL on instagram giving a tutorial to illegals to include their kids so they can count. Doesnt that effect the electoral and reps in a State..",2020-02-29
TWITTER_7_1233800992384307200,Illegals have more rights than U.S. Citizens in California. TOTALLY BENEFITS THE CALIFORNIA GOVERNMENT OFFICIALS ONLY.,2020-02-29
TWITTER_7_1233797396611637249,"The census is to count CITIZENS, not illegals. The census uhs used to determine government representation which is for CITIZENS, not invaders",2020-02-29
TWITTER_7_1233778359924133889,"Does this mean Illegal Aliens? If so, they should not be counted. This is how the Dem run Sanctuary States get funding to STEAL and Votes to RIG our Elections using Foreigners!!!",2020-02-29
TWITTER_7_1233777604257185794,"Dems: ""IT'S A PANDEMIC! The US will soon be overcome with the virus! 's not doing enough. People will DIE! PANDEMIC!"" BUT....Let's send those census workers out to count illegals. We need those numbers to cheat in the election.",2020-02-29
TWITTER_4_1233775714752749568,When are we going to do about this anti-American waste of a human? Encouraging illegals to take the census?,2020-02-29
TWITTER_7_1233772674976862210,*Everyone* means US CITIZENS. It's a US Census. Illegal immigrants should DEFINATELY NOT be counted in the Census. Dems are spreading this LIE to help them CHEAT in the election. Illegal Immigrants should Know participating in the US Census IS ILLEGAL regardless of her lies.,2020-02-29
TWITTER_8_1233771882882719745,everyone answer. Legal citizen Illegal citizen. When we have the answers to a truthful census then we can address issues,2020-02-29
TWITTER_8_1233769397757644800,They dont care. They are hidden behind closed doors and secret service all around. Their lives are not at risk. Plus every illegal counted in the census means more electoral college votes. They are manipulative and corrupt!!!!,2020-02-29
TWITTER_7_1233763196063768576,I'm surprised she would want so many illegals participating in the census. She's setting them up to get deported,2020-02-29
TWITTER_8_1233760388707209217,"Don't kid yourselfRemember during the election Obama encouraged illegal immigrants to vote! remember Dems had a cow when the citizenship question was going to be on the census, which was",2020-02-29
TWITTER_8_1233751315966152704,We believe Roberts was not following Constitution when POTUS wanted to account for illegals in census question. How can we get Voter ID in all states? The Dems cheat in elections and cannot be trusted!,2020-02-29
TWITTER_7_1233750683582652418,If you are in this country illegally your Census form is available at your nearest ICE office.,2020-02-29
TWITTER_7_1233736725672886273,"Is the US CENSUS lumping illegal aliens in with US Citizens? Not distinguishing between the two? If so, it's garbage that cost taxpayers millions.",2020-02-29
TWITTER_2_1233703344939708417,"AOC, Lin-Manuel Miranda urge New Yorkers to answer census Hey there is an under count because Democrats let anyone in here illegal so they can get their votes , You know this !",2020-02-29
TWITTER_7_1233679117691871232,No *everyone* should not count in the census. Illegal immigrants drain the resources and take from Americans who truly need assistance. The time for freebies and handouts is over.,2020-02-29
TWITTER_7_1233648294276059137,The Census should only count those who are here NO illegals should be counted. The Left will LOVE just that.,2020-02-29
TWITTER_7_1233631073223020544,Do you want me to participate if Im here illegally? Asking for a friend,2020-02-29
TWITTER_7_1233626056202031104,Don't you think we shouldn't use White people too take the census numbers. They cant be Trusted to record the numbers fairly.the trump loving white trash. have it to ratio. where they can be monitored. Maybe NY should make it illegal too be White or a non white sanctuary,2020-02-29
TWITTER_7_1233625236945457152,"Because a census is to count citizens, so money can be appropriated for 'citizens', districts in which 'citizens' are to vote. NOT illegals. The reason they want to count EVERYONE is so they can have money appropriated for illegals...and their voter fraud.",2020-02-29
TWITTER_7_1233620376648929281,"The census decides how many electoral votes a state gets. If million illegals are included in CA then the have a more, and you don't see that as election interference?",2020-02-29
TWITTER_7_1233620102345633792,Persons of US citizenship not illegal aliens. They do not have the right to vote in our elections nor do they have the right to be counted in the census as numbers for voting.,2020-02-29
TWITTER_8_1234206324826742785,"How groups are feathering illegals into the census to create more Democrat seats in Congress. There, fixed it for you. apple.news/AL2pHcFrMR6Kwz",2020-03-01
TWITTER_8_1234206298654142464,"So, I see from my mail that not only am I FORCED to fill out my Census, but now I am REQUIRED under penalty of law to complete an American Community Survey. ""I've been selected.""How do Illegals get by without doing it?My survey answers?OVER DONE!",2020-03-01
TWITTER_8_1234205602274037762,You dont understand. Democrats believe in letting the undocumented in out of his sense of compassion.Thats complete and utter bullshit.Why?New illegals equals new Democrats equals more people in an area equals changing census numbers equals new House seats.Oh.,2020-03-01
TWITTER_7_1234203869141512200,Clearly you don't. House Congressional Representatives are set by number of citizens. By removing the census citizenship question & counting illegals as citizens. California received more representatives. Now they have enough to nullify the voices of states in House votes.,2020-03-01
TWITTER_7_1234187692298186752,MILLION illegals in the US today. Most know they get benefits if they report to census. Most get tens of thousands in IRS refunds yearly for fictitious kids with IRS knowledge. That's the price WE pay so democrats can get more representatives.,2020-03-01
TWITTER_7_1234184541247397888,Will not participate in census if illegals are counted. It changed my state last census,2020-03-01
TWITTER_8_1234181434455228417,"And, more taxpayer funds for those illegals. The census determines reps AND funds.",2020-03-01
TWITTER_7_1234178207164837888,DemocRATS planen bordersNo Voter ID is racistNo citizen question on censusSanctuary CitiesNo electoral CollegeAbolish ICEGerrymanderingFree Med Care illegalsFree educationDrivers Lic illegalsStill think it might be possible?Half of these already happening,2020-03-01
TWITTER_7_1234173614313758720,"You sure seem worried about the census Congressman, are they going to take your district away if the count is not high enough? Are we not going to get enough funds so you can allocate them to helping illegals versus US Citizens that are homeless? Your done in Nov, VOTE MARCHANT",2020-03-01
TWITTER_2_1234162049606877189,"Census? Si stedes estan Aqui ILLEGAL, no va a imortal si no llenan el formulario. stedes van a ser endentificados, arrestados y deportados.We The People R demanding that Prez.TRUMP FINISH the Wall & make a concerted effort to Once & For All bring Illegal immigration to a Halt",2020-03-01
