UniversalMessageId,Message,Day
TWITTER_2_1237203482127417344,Stateside: Sanders and Biden in MI; census moves online; COVID-19 halts Detroit water shut-offs | Interlochen,2020-03-09
TWITTER_2_1237140614506065920,Stateside: Sanders and Biden in MI; census moves online; COVID-19 halts Detroit water shut-offs,2020-03-09
TWITTER_7_1237104668439752705,"Obama's policies were bad in a lot of way, however one would assume if a Biden presidency just took that track, we wouldn't have metering at the border, we wouldn't have a Muslim ban, a citizenship question which narrowly got struck down, a better coronavirus response etc",2020-03-09
TWITTER_7_1237094524389748736,"A Democrat nominating SCOTUS justices, selecting the AG, and monitoring the census is both the bare minimum that Biden can accomplish and an improvement over the status quo so massive it should sustain you for at least years",2020-03-09
TWITTER_8_1237446252419141632,"Also, Im thinking about the down-ballot impact of the nominee in a census/redistricting year. Dems need a candidate who wont be a drag on the party in Senate, house, and statehouse elections. Sanders would be a net-negative in many areas. Biden would be far less so.",2020-03-10
TWITTER_7_1237360597190283264,But your dumb ass wants another four of Trump. Say goodbye to the census then. They already tried it once. But do tell us more about how Biden is the Antichrist. My preferred candidate is out but Im not a purist idiot.,2020-03-10
TWITTER_8_1237331709261037568,"Biden will probably lose, young people won't vote, and the Democrats will suffer up and down the ballot in a Census year. This is suicide and we're warning you now.",2020-03-10
TWITTER_2_1237273458280558592,"Looking at turnout data it really seems like the Democrats need Sanders voters (young people, Latinos) a lot more than they need Biden voters (old people) in November if they want to keep the house.",2020-03-10
TWITTER_7_1237268638010400769,"Like in . In , the census was casted which benefitted red states.The census would most likely benefit Red States again in .Trump also has incumbent power.Trump has also beaten Obama's record turnout.I just dont see how Biden wins here.",2020-03-10
TWITTER_7_1237247028004032512,"I don't like Joe Biden, but I'm pretty sure that specific term in the video was still floating around as a preferred PC term at that time depending entirely on who someone's personal opinion on what they felt they identified best with. Hell, it was on the census.",2020-03-10
TWITTER_7_1237226938072268800,"That's why I support Biden: He's great for the downticket. Nobody passes anything if we don't win the Senate, and this year is a historic chance to take our country back. It's a census year, so if we win statehouses we get to do the redistricting.",2020-03-10
TWITTER_8_1237576471142494208,"Bernie Sanders also had no appearances with Latino community, who number half a million in Michigan. Largest immigrant group in Michigan is Mexican, per Census figures. (Joe Biden and other candidates also had no campaign stops or rallies in Michigan with Latinos.)",2020-03-10
TWITTER_7_1237576435629342720,"Establishment libs are willfully forgetting the solid decade of voter suppression by the GOP because they're incapable.of growth. That's part of how Trump won in and Biden has promised to do nothing about that or the electoral college - nd in a census year, no less.",2020-03-10
TWITTER_2_1237573695578574849,"based on the census, there are roughly ~112 million people between and . there are about ~95 million people over the age of . yet these older voters, a smaller segment of the voting age population, make up a majority of primary voters. so who is coronating Biden?",2020-03-10
TWITTER_2_1237567370228465665,"I know no one wants to hear this but we, as a country, are done. Here is how the next years will play out:-Biden gets the nom and loses to trump AND loses the House and downballot seats.-Republicans use the census to redraw maps even more heinously than last time",2020-03-10
TWITTER_7_1237564821203107840,"I absolutely sympathize with you and totally get it. The only thing that can motivate me to vote Biden at this point is the SC and the census. But yeah, I fucking hate him.",2020-03-10
TWITTER_7_1237552810926858241,"I despise Biden but if he's the guy, Durga help us, I'll vote for him because it's a census year and SCOTUS judges are a thing (assuming they don't Merrick Garland us again).I will focus almost exclusively on the senate if this happens and I'll see Biden in hell.",2020-03-10
TWITTER_7_1237542326064431105,"exactly! spot on. Schiff and co. wants no census detail so they can ship illegals to swing districts, then to have them vote in lib cities and use dead ssn in others. Schiff is as corrupt as they come. The govt will be real when people like Schiff & Kerry & Biden r in jail",2020-03-10
TWITTER_7_1237509109177446400,CA is % white/8.2% black. (US Census Bureau numbers from ) SC is % black. That matters. Are there folks of color support him? Absolutely. But not like they are for Biden. Look at the south and how theyve voted so far. They overwhelmingly support Biden over sanders.,2020-03-10
TWITTER_8_1237836016586592256,"If Biden loses in Nov, GOP will probably win down-ballot and control the post-census redistricting; Trump will appoint RBG's successor. If Biden wins, nothing fundamentally changes. But the right will have a monopoly on populism at a time when % of Americans are struggling.",2020-03-11
TWITTER_2_1237832528993628160,Socialist Sanders says he would not close borders over virus?AOC.Says for ILLEGAL aliens should fill out census? They still want illegals to come in and put Americans at risk?Or u have Biden whos mental state is sad!He will put Hilary in asVP Then be removed !!,2020-03-11
TWITTER_7_1237810555064369156,Maybe Biden will help you with this census...,2020-03-11
TWITTER_2_1237808504557178887,So Trump wants the spread of misinformation on COVID19 to stop on Facebook...but not misinformation about the Census that his campaign posted...or doctored videos of Biden on Twitter...got it. got it. cool. cool.,2020-03-11
TWITTER_8_1237806046321631232,"Not for nothing but you realize the census and redistricting is this year, right?We can pull Biden to the left.We can't do that with Trump. If they gerrymander and Trump's judges are ruling were fucked for the next decade.",2020-03-11
TWITTER_7_1237803067254263808,"A Biden presidency is better than a continued Trump presidency. In a world where the GOP gets to control both the Census results and the Supreme Court, we end up with a permanent one-party state.",2020-03-11
TWITTER_2_1237792092086243334,Stacey Abrams Is Building a New Kind of Political Machine in the South ... BIDENS VICE PRESIDENTIAL CHOICE???,2020-03-11
TWITTER_7_1237778625409060864,"You know Trumps gonna try to use the Census to get rid of progressives in Congress, right? And his Supreme Court will let him. At least with Biden, if you can get enough progressive candidates in to force a bill through he might actually sign it.",2020-03-11
TWITTER_8_1237774817975296002,"Coming up, breaks down Biden's primary wins & Vox's explains Trump's economic stimulus plan for the coronavirus. + the census launches w/ + others; & the risks COVID-19 poses to NYC homeless populations. Tune in! wnyc.org",2020-03-11
TWITTER_7_1237764472808357890,"I'd love if it were that much of a difference but -29 is a more comparable age group size to the others according to said, if I do try and divide that up, it's more like Sanders, Biden overall",2020-03-11
TWITTER_7_1237753665164849154,You say it is bad Biden voters dont give a shit about young voters as if it is the older Biden voters fault. about % of -29 voted compared to % for and older. (Census.gov) It looks like the younger voters dont give a shit about young voters.,2020-03-11
TWITTER_7_1237740134080155649,"Its not just Biden vs Trump. Its everything weve fought for over years. Social safety net. Voting rights. Power of agencies to issue regulations to protect health, safety & environment, workplace rules. Its all on the line in this one election b/c census yr & old justices.",2020-03-11
TWITTER_7_1237734221751488513,"First off, there are huge differences, but it isnt just an election about Trump or Biden, or even just the next years. With the census and redistricting and SCOTUS justices in their s, this election will define our counrty and democracy for next years or maybe forever.",2020-03-11
TWITTER_8_1237722893322203137,"Back on the envelope math: the younger Sanders cohorts (18-39) make up about ~50% of the MI voting age population, but only % of actual voters. The older Biden voters (50+) make up ~25% of the voting age population, but % of the actual voters.",2020-03-11
TWITTER_7_1237707170231324672,"Screw you if youve made it all about you. Theres a Supreme Court, a census, federal judges, immigration policy, taxes, the healthcare protects we do have, and a thousand other issues to consider. But pout and whine because Biden doesnt pass your purity test.",2020-03-11
TWITTER_7_1237703220115517440,"To be clear: With Biden Democrats will likely lose in November. Because it's a census year, the GOP will probably control the redistricting process, locking the Democratic base into permanent minority status in the House and state legislatures. /2",2020-03-11
TWITTER_7_1237667065453895680,Biden will not even know his own name by November. Dem voters shooting themselves in the foot yet again. In a census year election too.,2020-03-11
TWITTER_7_1237665851467354112,"Let see the republican have ramp up voter suppression, this is a census year, Trump can attack Biden from the left, and you guys been attacking Bernie supporters for months comparing them to trump supporters. But hey keep trying to guilt trip them into voting for your guy.",2020-03-11
TWITTER_7_1237661344452808707,"Good luck in the fall. I mean it's not like the republican aren't increasing voter suppression, going to have control of the map because it's a census year, and can attack Biden from the left because of his past record. Yup let's keep pushing the Bernie people away...",2020-03-11
TWITTER_2_1237654591346532352,"Since you arent going to work on Bidens campaign but Ive been assured you are all swell folks who just really really want change, heres a reminder that the Census is super important and they are HIRING",2020-03-11
TWITTER_2_1237637163988246528,"Indeed, -29 y.o. r only %ish, probly at most, of reg. voters to begin with, so % exit poll turnout alone is GREAT compared to other demographics! SEE . is there r physically more + y.o voters, & they're turning out4 Biden bc they're SCARED!",2020-03-11
TWITTER_7_1237632341851484160,"the sum total of votes counted for biden+sanders rn is . *.08=111,889 voters -29. -64: *.32=447,555. Census has that demo & -29 . /2093217=21% turnout -64; /628736=18% for -29. Source:",2020-03-11
TWITTER_7_1237630932062011392,"to continue, the sum total of votes counted for biden+sanders rn is . *.08=111,889 voters -29. -64: *.32=447,555. Census has that demo & -29 . /2093217=21% turnout -64; /628736=18% for -29.",2020-03-11
TWITTER_7_1237628802529996800,Giving money now ..... was to Warren and Biden...also giving to state politicians...the census/elections/gerrymandering stuff is crucial....thank goodness for Bloomberg...need a MO benefactor..I agree that we need more...something in terms of messaging...need to noodle..,2020-03-11
TWITTER_7_1237624519138979840,"His base is only % and moderates are looking for any reason not to vote for him. Census doesn't matter, red states gonna red either way. Hillary was historically unpopular and still got more votes. Biden is well liked nationally bc of Obama.",2020-03-11
TWITTER_7_1237621950605930496,"Good luck with that logic. You don't realize how bad this situation really is do you. Voter suppression, it's a census year and the map will be redrawn, alot of the young vote won't come out, and Trump can literally attack Biden from the left...but keep going on about Russian",2020-03-11
TWITTER_7_1237620964432715776,But I see you guys dont need us this time around. Turnout is high for both Biden and Trump.The census is most likely going to favor Red States but not that much.I'm sure you guys got this. I'm confident that Biden can win so I dont even need to vote. I can just stay home.,2020-03-11
TWITTER_2_1237591767186202624,The DNC doesn't care if Biden loses as long as he carries those down ticket dems baby!! This is all about that census revenge. That democracy is a shell game for the elite politic. That big league kayfabe. That Warren campaign had no internal polling level th column merch machin,2020-03-11
TWITTER_7_1237899485621235712,This is a literal map of wealthy vs poor (Trump) states. People are endorsing Biden because:Bernie's plan can cost *federally* upper-middle class individuals to pay several $K a year more. They consider themselves plain middle-class in their,2020-03-11
TWITTER_7_1237872393768415236,"I know everything about the importance of the courts and gerrymandering after the census, and I *still* have problems with this candidate because the issues surrounding him are going to be toxic where I live. Biden at the top of the ticket will drag the dems down with him.",2020-03-11
TWITTER_7_1237867555244531720,You mean the O'biden/ Bama's,2020-03-11
TWITTER_8_1237863320339636224,Real funny Rob. Did you see the Chinese nationals running to the southern border. Theyre coming to your town. Morons. Oh & Chuckie & Biden called trump xenophobic,2020-03-11
TWITTER_7_1237854947565166594,"But Trump is still A-Ok with SM fake RNC census posts, fake Biden videos, libelous anti-Dem content from Trump, and so on.",2020-03-11
TWITTER_7_1237842830451605509,Can we fill out a Census on Removal on You .loud mouth country dividing bartender that slept with half the bar .. they make a mistake with you and Im sure it will make up at the ballot box .Dems = Corruption.. Biden blackmail for son on tape ? Hillary destroys evidence..all ok?,2020-03-11
TWITTER_7_1238117531593986048,"You really have this wrong. No love for Biden but we have to whip the GOP in this election. Census, redistricting, gerrymandering, octogenarians on SCOTUS, climate, plus authoritarians in White House and DOJ. If GOP wins we lose everything. Climate. Democracy. Everything.",2020-03-12
TWITTER_2_1238092993346797573,"This is the guy that the establishment wants to be the leader of the Free World but supposedly his only two faults are ""He's another Old White Man"" & ""He's a bit racist"". (Below Biden meant to say ""Babies born in were majority non-White"")",2020-03-12
TWITTER_7_1238029328484651011,"I love Warren and I think Biden needs to be schooled by her, but I don't think she should be his VP. Kamala Harris and Elizabeth Warren are best elsewhere. is the best pick for Biden.",2020-03-12
TWITTER_7_1237959023103750144,"-Its now even more important to focus on downballot, esptate Senates (Census, House boundaries, Medicaid) -City races-House & Senate will be CRUCIAL to put the screws to Biden if he wins, or help Bernie is anything changes",2020-03-12
TWITTER_8_1238178014451638272,Yes sirAnd Nothing will get done without ending GOP control We need this in States too... for the st time in a long time TX could have Dem majority legislature In a Census/redistricting year.Beto and Biden are the ballast for that!,2020-03-12
TWITTER_7_1238302750036787200,"You mean Bidens criminal act right? The POTUS hasn't done anything wrong. Read the treaty signed with Ukraine by Bill Clinton in . BTW it's amazing how pelosi son ,John Kerrys son Bidens son, and possibly Romney's all have jobs in the Ukraine energy sector.",2020-03-12
TWITTER_7_1238302467739103232,I received Fake republican Census forms that called for donations. Every candidate lists where to send donations on their forms and letters. You all are idiots. Biden showed Americans what a president is like.,2020-03-12
TWITTER_7_1238298442750885888,"The voters who have been most disenfranchised by lack of voting access have been voting for Biden, which AOC knows. I cannot wait until the census results are in, and when New York loses some congressional seats, the one thing the GOP and Dems agree on is redistricting AOC out!",2020-03-12
TWITTER_7_1238267374035513350,"The corona virus, like sars, like swine flu .... originated in china. It should send shock waved through the world. Produce your own products.13000 died during the obama/biden presidency from swine fluNo mitigation effort Who is responsible for the market crash? Media",2020-03-12
TWITTER_8_1238266009385152513,"On this weeks episode we discuss coronavirus, whether Biden is unstoppable, Facebook not letting Trump mess with the census, a federal judge taking Bill Barr to task, Chuck Schumer threatening SCOTUS, and whether Trump or Putin will stay in power longer.",2020-03-12
TWITTER_2_1238248622833221633,"In the most recent primary contests, former Vice President Joe Biden beat Vermont Senator Bernie Sanders in nearly every state. Biden was declared victor of four primaries including the most prized primary, Michigan.Daniel O'Connor has the",2020-03-12
TWITTER_7_1238239140921081857,"Jumping in to suggest a Biden statement on the importance of participating in the Census, out in the middle of this health crisis:",2020-03-12
TWITTER_8_1238238455571927042,"They don't care. The est will fight for the stasis they profit from even if it means Trump, a -3 RW SCOTUS and further RW gerrymandering due to the Census.Yeah, this election HAS to be about energy or the Reps will game the system for another decade. And the Dems choose Biden",2020-03-12
TWITTER_7_1238551629030461440,The census isnt that complicated million died last year to a. Unless this tweet it going on record as saying Biden is demented AF?,2020-03-13
TWITTER_4_1238610594544209920,please remind future President Biden that the census is open and he should put that into an answer Sunday night. Something about this is how we are counted. you can even take a shot at Trump trying to fear monger.,2020-03-13
TWITTER_2_1238608135079653376,I got my Biden t-shirt!!!! YAAAAY!I also go my Census invite to participate! Double Yaaaaay!!,2020-03-13
TWITTER_7_1238606013479165956,"People better b driving the vote for every D's on the ticket.1 reason to vote for Biden.A socialist will get the D's decimated for the next decade. It's a census year so we must win the House,Senate, governor's & state seats.Or watch as all red states take away women's rights.",2020-03-13
TWITTER_7_1238605916641136643,"Because David numbered the people. In other words, he took a census, which God had forbiden. Anyone remember what just came in the mail a day or so ago?",2020-03-13
TWITTER_7_1238583358285905921,"Wow! mil deaths projected from virus, mil Biden gun deaths, better hold off on that census.",2020-03-13
TWITTER_7_1238917453557751809,"The problem is that such a narrative is incredibly beneficial to Donald Trump.As much as I hate Joe Biden aanother Trump presidency will be extremely dangerous.Don't forget that every day they are in office, they are rigging US democracy against the left. Census year.",2020-03-14
TWITTER_2_1238877372528525312,Taxes and Census done back to back! Showed up for jury duty in January.Voted for Joe Biden a few weeks ago.Can I get a civic duty break until at least November?,2020-03-14
TWITTER_7_1238841900485967873,"with biden and booker, clyburn and non progresive democrates the bribes come first. the people comes last. With the progresives and Bernie Sanders the people come first and the hell with the bribes that goes into the garbage can",2020-03-14
TWITTER_7_1238830248617283584,Because Trump is incompetent. He can't even change a census question. You assholes will fawn over the fact that Biden can still read and put your brains back to sleep while ghouls in his cabinet consolidate corporate control.,2020-03-14
TWITTER_2_1238692493178200065,Joe Biden and son Hunters Chinese corruption exposed in new TV ad by Sen. Cotton important is connection /20/2009 art. ii in iii confed. REDISTRICTING admin-police census CMPHERDS-TPOP extirpation of THE CHIEF-ART. VII TRINITY OF THE SOUL Matt.,2020-03-14
TWITTER_2_1238933864925425664,How about a true and accurate census as well? Another Job. Biden and Drumpf create no Jobs But Bernie will create millions and our economy will start booming. Vote For Sanders and call for a recount at all voter precincts.,2020-03-14
TWITTER_4_1239223147083132930,"means an endless series of crises. The virus is just another distraction. After we get bored being at home and streaming vids, what's next?* Census racist uproar* Dem switcheroo Biden to ? Crooked? Moochelle?* Trump colluded/obstructed w XXXXXSo boring.",2020-03-15
TWITTER_7_1239065689073364992,And like I have already stated. The Youth and Independents arent supporting Biden. You will need their vote in November.The upcoming census will favor Red States and Trump has crushed Record turnout.Democratic voters will vote Democrat no matter,2020-03-15
TWITTER_8_1239398384575766532,"Biden is a belligerent, ignorant fool! I cannot believe he passed himself off as qualified to do anything more than a census taker! Hes a con-artist!",2020-03-15
TWITTER_7_1239392560327675904,that Biden's only base he won handidly in Michigan (65+) must set record turnout in as he can't make it up with younger,2020-03-15
TWITTER_7_1239384717436346368,Hes trying to sell himself to the Chinese immigrants that are here illegally to vote for Biden. They came through because Democrats delayed the border wall. An estimated Undocumented here. Without an accurate census any president will struggle.,2020-03-15
TWITTER_8_1239365716324823040,"Thats a losing issue for Democrats. Biden & Sanders use the million, but some studies say the number is million or more.How can we debate this without knowing how many via the census and an accurate CBO score of the costs?",2020-03-15
TWITTER_7_1239348961573507072,"Surprisingly few questions on the census. It doesn't care about income, education. Just race and sex. Seems rather silly.Anyhow, this bailout debate is another distinction: Biden defending saving ""too big too fail"" ; Sanders arguing for the people.They seem so tired.",2020-03-15
TWITTER_2_1239297628447428609,"Somehow its un-American for the census to count how many Americans are in America. Russians influencing our elections are bad, but illegal Mexicans voting in our elections are good. It was cool for Joe Biden to ""blackmail"" the President of Ukraine, but its an ......",2020-03-15
TWITTER_7_1239583278501376000,"Better not? Biden's accepting census. People aren't going to just accept a k street/business bailout again. No offense you choose to come over, than fix the opposition party. You don't have to like everything but shifting this party right, ain't it.",2020-03-16
TWITTER_7_1239521062834049024,"wins relied far more on youth turnout than people realize. Biden wont get that. His turnout will look more like , , and . Remember how those elections went?",2020-03-16
TWITTER_8_1239760711393263616,Pssssst. Excuse me. Does that include illegals. Will the census Lao include recently departed people? Im asking for Joe Biden.,2020-03-16
TWITTER_2_1239687061608828928,is racist AF Biden for President...,2020-03-16
TWITTER_7_1239676959929643010,"Do the math.Biden's own website says it'd leave % of Americans uninsured.Based on the Census Bureau's latest estimate (Aug ), that'd be people, or approximately million.To whom is this an acceptable plan?How abouthear me out herewe cover %.",2020-03-16
TWITTER_8_1240124300616765446,"At this point, we need to look at the scope of Bidens victories in the .Look at it in terms of the various census regions of the United States and compare it to whos won where.",2020-03-17
TWITTER_2_1240259435286663170,"Editorials - Short-term crisis reveals long-term need; Pass stimulus; Cole 'toon - No last resort; Letters - census, Obama; Columns - Isolation ultimate couples' test; Pandemics kill compassion; Biden, Sanders getting it right;",2020-03-18
TWITTER_7_1240209004007231493,"Thanks I feel validate. Twitter really is toxic. Anyway it's a census year, voter suppression is a thing, and Biden record is God awful. Plus the media and dnc demonize the Bernie supporters. The only reason I can see Biden winning is because of covid and a recession",2020-03-18
TWITTER_2_1240181347706175488,"Bernie supporters: If Biden wins, theres no way in hell Ill vote for him in November, but should I vote down ballot democrat like I did in (and ) or just let the party feel the full force of Biden being at the top? Census year makes things more difficult.",2020-03-18
TWITTER_7_1240393005472845828,How come wont allow census info on common data points; including those specifically stated by democrats on their primary. Ie blacks are voting for Biden,2020-03-18
TWITTER_7_1240384505782779904,"Dear Are you flip-flopping on Biden and Sanders? I like among the four Dems. Still for , but being CA voter soon, will it matter? Could move back to AZ but I'm working the out of Woodland Hills ACO. re: voting rights",2020-03-18
TWITTER_8_1240374643095191553,"about that ""autopsy"".. there won't be one.. wasn't one in either... but I found our census data.. basically, Joe Biden is running the same campaign vote strategy as Hillary .. He will lose. In fact, Joe Biden FLAWs are the same as HILLARY's, Youth Voters and under!",2020-03-18
TWITTER_7_1240365850915471360,If Biden and the Dems in Congress lose this year then trump will officially be our first dictator. Republicans will rig the census to draw politically favorable maps and fill the courts with hundreds of alt right judges to suppress our progressive revolution for a generation,2020-03-18
TWITTER_7_1240361392231731200,"Joe Biden didn't get half the support of the democratic party.. Why didn't he get the Youth Voters and Under? Do tell! Here's some data. Later, Sniffy.",2020-03-18
TWITTER_2_1240341249711681536,"When Joe Biden Supporters Claim They Have A Mandate, Link Them OUR Government Data Proving They Have No Mandate. is a repeat of . We Will Lose Again Due To & Lack Of Vision For America.",2020-03-18
TWITTER_7_1240458234932027393,"I got suspicious when they list EW second, and Pete as third, with Biden as a far th.I went to the methodology, and let's just say, I was underwhelmed ... using surnames and census tracts is probably not the best method for identifying Black donors.LOL",2020-03-18
TWITTER_7_1240405301620281344,Joe Biden won our primaryCensus taking sucks cause of know you can follow Seattle times on twitter no ads,2020-03-18
TWITTER_7_1240682295062757376,What about Bernie/Trump ticket? Thenwow! Wed all shut the F***up and actually rise above the division and bc its time for something beyond BidenLeftRightlike how long we want to tap dance to BS?,2020-03-19
TWITTER_4_1240831961578393600,we can only hope Biden chooses this woman as his running mate.Stacey Abrams Is Building a New Kind of Political Machine in the South Rolling Stone,2020-03-19
TWITTER_7_1240808447265787904,"Wait, the same mayor who claimed functional zero vet homelessness, called the homeless census number unimaginable, blocks from skid row... now hes got his serious hire me, Joe Biden face on.",2020-03-19
TWITTER_7_1240775453226369024,"When census is done, hopefully you will be out a job u don't belong in-ever. You are a bought & paid for absurdity in our Congress-stupid, ignorant, arrogant, smug. A media cartoon. Ur constituents know that now. U denigrate best Pres. of modern times while Biden sucks his thumb.",2020-03-19
TWITTER_7_1240744439087116289,"That's factually incorrect. Bernie Sanders increased the youth voters and under in and in . Joe Biden has not increased his base of and older voters. In fact, Joe Biden polls worse than TRUMP among YOUTH and Latino Voters.",2020-03-19
TWITTER_7_1240715819832635392,I believe STRONGLY President Biden should have the redone in . NO WAY to get a accurate number in these crazy times and don't trust any numbers that would come from this administration. Still ALL minorities should fill them out incase redo not possible,2020-03-19
TWITTER_7_1240926045370368002,Harness that fear and anger into getting voters committed for the election in (especially down ballot and state races ahead of the census). Then come back and build a strong voice within the party on all levels that forces Pres Biden left in rebuilding from this catastrophe,2020-03-20
TWITTER_8_1241212260783030272,More things to throw election . Delay census. There is less population in Blue states so this would reduce house of reps3. Stop TRUMP rallies to reduce enthusiasm . Give Biden a break. He can't do rallies or public appearances much less debates More to come.,2020-03-20
TWITTER_8_1241401876542828544,This only remains true if Biden and Dems win in November. If the GOP has another -scale win in given the census and upcoming redistrictingthe Democratic Party is dead.,2020-03-21
TWITTER_4_1241557457866022912,"BIDEN CAMPAIGN POSTER Mar5: ""we're working hard to keep these 's as low as possible""~~Trump2 Weeks later WH press briefing... Mar20: ""We DON'T WANT to test everyone. That's (it's b4 Census) Million tests!""~~Trump",2020-03-21
TWITTER_7_1241833641820520448,"The courts, census results, the planet...all disregarded to elevate a handsy, vacuous moron with a family accustomed to selling influence over US NatSec for personal profit. Biden has no vision for the country, he only envisions himself as president.",2020-03-22
TWITTER_2_1241768568024379394,"If Biden wins the election, he'd be smart to get Congress to fund another Census next year. The Constitution just says it has to be held at least every ten years. No reason we can't do it more often, if Congress wanted it to happen",2020-03-22
TWITTER_7_1241723888008073217,"While the Constitution mandates a decadal census, there's provision disallowing an extra one right? So Biden should do another in .",2020-03-22
TWITTER_4_1241602229984997378,GOP docrtored video of to make her look drunkOrganised rallies to disrupt Dem primariesPosted false official looking census forms to dem votersLegal cases to strip voter rollsVoted for Bernie to beat Biden55% trump approval?? Oh Please! RIGGED!,2020-03-22
TWITTER_7_1242147823874867200,""", Delaware, [ha]s a very identifiable Somali community... I have great relationships with them because a... lot of them drive cabs...""-Biden, /17/15""The Census Bureau estimates only Somali people live in Delaware.""-PolitiFact, /19/",2020-03-23
TWITTER_7_1242114207614676994,"After watching her interview about the census with NowThis she seems like a great pick, but I just have a hard time trusting anyone aligning themselves with Biden's campaign.",2020-03-23
TWITTER_7_1242098778401902593,"Got news for you assholes..Biden ain't gonna save you...You all are being identified through census, irs, driver's license..you name it...You're going bye bye... No more free shit...",2020-03-23
TWITTER_7_1242176229513535489,"I literally wrote that article a few years back. That a wipeout blows another redistricting / census election and a one term Clinton presidency. While by choice or otherwise Biden would also be term, but not making the same mistake as last time (assuming that one term).",2020-03-23
TWITTER_8_1242455289397260289,"While Joe Biden is asking for personal campaign donations, Bernie Sanders has used his email list to raise over $2mm for charities to help combat the . Who's more presidential?",2020-03-24
TWITTER_4_1242374571346427904,"COVID-19 TIMING--ECONOMY TANKS; BIDEN QUARANTINED=EXCUSE TO NOT CAMPAIGN; TRUMP CAN'T RALLY; VOTING BY MAIL; CENSUS BY MAIL; AMERICANS GET USED TO GOV'T MONEY & AUTHORITY; NO PRAYER ASSEMBLY; DEMS' BULLSH ""LIFE IS WORSE UNDER TRUMP"" MONTRA; INTERNET PROPAGANDA.",2020-03-24
TWITTER_4_1242374386264358916,"COVID-19 TIMING--ECONOMY TANKED; BIDEN QUARANTINED AKA EXCUSE TO NOT CAMPAIGN; TRUMP CAN'T RALLY; VOTING BY MAIL; CENSUS BY MAIL; AMERICANS GET USED TO GOV'T MONEY & AUTHORITY; NO PRAYER ASSEMBLY; DEMS' BULLSH ""LIFE IS WORSE UNDER TRUMP"" MONTRA; INTERNET PROPAGANDA.",2020-03-24
TWITTER_7_1242555135559176193,"* We are at War With Coronavirus * Were Americans Tough & Resilient* We choose Hope over Fear* Unity, Caring over Division * We Treat Each Other with Dignity* We Will Win Against Coronavirus* Please Vote for Joe Biden *..",2020-03-24
TWITTER_7_1242546045936119808,Trump haters are worried. They see his polls going up and Biden looking old and feeble. They are desperately trying to convince Americans that orange man bad. They are losing. Census is coming and they just need two more big states.,2020-03-24
TWITTER_7_1242543793477505027,"You wanna see how Joe Biden and Bernie Sanders would lead the country in a crisis? Were seeing it now. Biden has disappeared to figure out how webcams work. Bernie is having fireside chats every few days, has diverted all campaign fundraising into Covid-19 relief efforts",2020-03-24
TWITTER_2_1242658163658117120,"Caveat: three things (1) if Sanders gets the nomination from the DNC to beat Biden -- except (2) as a census year & zoning redistribution -- it's highly implausible. But, nevertheless, stranger things have happened. (3) The easier part is dislodging Trump!",2020-03-24
TWITTER_8_1242888782900273154,"Turnout data from census.gov And I trust who Biden would appoint far more than Bernies picks.. Theyre both old men, so Ive considered this up to it argument from both",2020-03-25
TWITTER_7_1242888412090294272,"P L E A S E MAKE IT STOPName Things that come back often-1. Joe Biden2. Hillary Clinton.3. M. Louise Ciccone (aka MooDonAhh!)4. Nancy PewLousy5. Madd, My Dentures Don't Fit, Watters6. Tanya Hardin7. Monica Lewinski8. Herpes9. Taxes10. The CensusU said Pardon!",2020-03-25
TWITTER_7_1242885228475097089,"But wow their whole feed is nuts: ""Joe Biden won't make the Chinese Communist Party Pay"" ... ""Democratic activists with fake models convinced local governments to destroy the economy"" ... ""Write in 'American' on the census"" ...",2020-03-25
TWITTER_7_1242849165463433217,I honestly feel that you should be our next VP! WITH BIDEN .Now is the time to :1 Register to vote. ( Click on our Link) finish your Census on-line! DO NOT GET DISTRACTED realpatriotswearblue.com,2020-03-25
TWITTER_7_1242792892369981443,I honestly feel that you should be our next VP! WITH BIDEN .Now is the time to :1 Register to vote. ( Click on our Link) finish your Census on-line! DO NOT GET DISTRACTED,2020-03-25
TWITTER_2_1242679438346801156,. easter sunday coronavirus covid-19 animal crossing bernie sanders joe biden trump sugar baby mommy daddy bdsm + rt to be mutuals nsfw promo gc au gain follow trick,2020-03-25
TWITTER_2_1242673892340248576,. easter sunday corona virus covid-19 animal crossing bernie sanders joe biden trump sugar baby mommy daddy bdsm + rt to be mutuals nsfw promo gc au gain follow trick,2020-03-25
TWITTER_8_1243022848639356929,"On at :30 on and fox5dc.com:- Another delay in relief.- Did really say nurses are overpaid?- Joe Biden's livestream....happy hour?- The world leader that's making ""corona chic.""- All systems go for the .",2020-03-25
TWITTER_7_1243300356081278977,"Here's two things that are possible at the same time: Trump is bad. Biden is open to critique. And so to those that yelp ""people are dying!"" as a way to shut down the latter, calling that ""princess politics""..... *adjusts tie* Fuck those people.",2020-03-26
TWITTER_2_1243280119931768833,So you can do the census online but you can't register to vote online? Now I know why Biden is winning ...,2020-03-26
TWITTER_7_1243353168110587906,How many NDA does Joe Biden have because time to Good thing you didn't endorse him.,2020-03-26
TWITTER_8_1243345439962906625,Thoughts on Joe Bidens rape accusations?,2020-03-26
TWITTER_4_1243564591512199168,Foreign Trade - U.S. Trade with China lets see if CNN asks Joe Biden the right questions under his and Obamas watch,2020-03-27
